Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK18,OUT017,2933.2253
FDB52,OUT019,625.55457
DRG25,OUT027,5489.7944
FDZ13,OUT049,895.0763
FDB57,OUT019,742.6545
FDR40,OUT046,1340.767
NCO14,OUT019,109.96275
NCN19,OUT045,2815.6687
FDQ28,OUT019,373.39844
FDO13,OUT018,2176.7295
FDK48,OUT013,1233.9083
FDU07,OUT018,2108.79
FDW20,OUT046,2048.062
FDV12,OUT010,261.30972
FDH24,OUT013,2590.7893
FDV59,OUT049,3531.8838
FDK57,OUT045,1950.3672
FDL16,OUT027,1256.982
NCQ17,OUT046,2482.7444
FDJ15,OUT018,2863.8254
FDX24,OUT049,1504.9216
FDT47,OUT046,1788.5375
FDT10,OUT049,995.7713
FDZ37,OUT018,1167.48
FDW43,OUT027,6674.586
DRN36,OUT017,1564.9695
FDJ14,OUT045,1283.7919
FDA32,OUT013,3440.5154
FDJ38,OUT019,517.19275
FDQ57,OUT017,2500.827
NCQ41,OUT019,444.76422
FDG56,OUT049,994.2559
DRC13,OUT027,3187.9727
FDV55,OUT035,2504.708
FDQ49,OUT045,2648.1213
FDE29,OUT010,164.44638
FDR03,OUT013,3856.0315
FDD45,OUT049,1489.6445
FDN38,OUT010,569.80914
FDT56,OUT046,914.1054
FDT48,OUT045,3245.8223
FDU03,OUT049,3007.9934
FDC56,OUT010,272.7502
NCO43,OUT027,2636.1604
FDQ27,OUT017,1888.0648
FDR03,OUT046,3387.1697
DRH23,OUT010,173.9106
FDG22,OUT045,673.33014
NCJ42,OUT013,1666.103
FDR24,OUT046,1381.5182
FDW60,OUT035,2847.6648
FDJ08,OUT013,3144.5974
DRL59,OUT018,630.6293
FDG60,OUT010,507.09204
FDW27,OUT017,2503.1091
FDX14,OUT018,1080.5197
FDC20,OUT013,813.1009
NCS29,OUT018,3509.7268
FDJ56,OUT046,1624.3289
FDB20,OUT019,222.97415
FDL28,OUT027,6217.5806
FDW01,OUT018,2143.6968
FDL03,OUT046,2775.1367
FDX22,OUT049,3934.7869
FDJ21,OUT035,2635.6836
FDR31,OUT045,2379.5916
FDG21,OUT035,2879.5752
FDS22,OUT027,1041.9589
FDK08,OUT035,1590.6061
FDE17,OUT018,2152.4148
NCN30,OUT017,1565.0963
FDT50,OUT046,1500.8232
NCX42,OUT049,2905.4412
FDJ12,OUT035,3800.6477
NCA18,OUT027,2847.4536
FDP23,OUT019,402.56854
FDX12,OUT013,4266.2456
FDN40,OUT018,2086.2092
FDV48,OUT035,1326.4086
NCY54,OUT013,2914.496
FDL16,OUT010,129.95834
FDR45,OUT018,3277.2566
FDJ52,OUT046,2484.8547
DRG01,OUT017,1327.6655
FDP52,OUT013,4171.6914
FDU58,OUT017,3225.772
FDL02,OUT045,1664.4863
FDG28,OUT013,3919.8608
FDA19,OUT035,2084.578
FDW46,OUT027,1992.733
NCD43,OUT049,1634.8262
DRG39,OUT013,752.4163
NCF55,OUT049,667.17377
FDJ07,OUT046,1843.7847
FDE08,OUT046,2431.7173
FDP56,OUT019,151.60757
FDT45,OUT045,805.11774
FDF17,OUT018,2805.1323
FDX44,OUT046,1316.1733
FDM28,OUT027,4919.0156
FDI36,OUT049,3098.8503
FDS07,OUT045,1901.9751
FDD36,OUT045,1879.3854
FDW11,OUT046,951.35876
FDN40,OUT049,2400.6504
NCQ18,OUT049,1594.6852
NCQ54,OUT017,3061.995
NCS42,OUT045,1431.8015
DRH39,OUT010,142.35887
FDC09,OUT027,2758.9553
FDT08,OUT010,413.3124
FDC08,OUT035,3953.9556
FDT20,OUT017,660.3206
FDS35,OUT035,1121.9509
FDX58,OUT018,2993.6064
FDW58,OUT046,1630.0122
DRD27,OUT046,1526.2654
FDH32,OUT019,242.18123
FDS26,OUT035,4758.404
FDQ31,OUT046,1387.7502
FDP11,OUT018,2977.0215
FDD58,OUT017,1644.0955
FDM33,OUT045,3312.8533
FDZ16,OUT049,3298.8728
NCS29,OUT010,290.36417
NCM18,OUT019,183.43181
FDP11,OUT049,3524.2961
NCC42,OUT017,2199.621
DRM23,OUT046,2819.3765
NCN55,OUT027,6196.067
FDK46,OUT013,4407.5576
FDR01,OUT046,3153.452
NCA05,OUT045,2224.4155
NCP43,OUT017,2980.0276
FDR12,OUT010,375.91278
FDQ01,OUT013,3507.884
FDM13,OUT046,1964.8794
FDQ19,OUT017,3975.3708
FDK56,OUT019,471.16708
NCX06,OUT010,551.0887
FDO56,OUT027,3062.5667
FDU45,OUT045,1896.6986
FDI16,OUT019,174.3128
FDL32,OUT046,1912.868
FDA07,OUT046,2048.2053
FDA14,OUT045,2374.8564
FDV46,OUT027,3479.033
NCO07,OUT035,3388.9211
NCP41,OUT046,1633.9685
FDY60,OUT018,1864.9943
FDN38,OUT017,4054.791
FDO15,OUT046,1179.4701
FDT60,OUT013,2003.9001
FDA55,OUT035,4074.5337
FDE02,OUT010,258.1024
DRJ39,OUT049,3911.9688
FDV34,OUT035,1200.1376
FDS20,OUT027,5223.372
FDF02,OUT027,2849.1814
FDW40,OUT017,2269.6091
NCB43,OUT046,3026.3289
FDR58,OUT017,1440.9634
DRJ59,OUT035,696.4386
NCD30,OUT017,1608.8726
FDE14,OUT017,1600.5328
FDC28,OUT018,1396.9377
FDU16,OUT018,1117.5537
NCD19,OUT035,907.6036
FDU21,OUT046,596.661
FDV59,OUT027,5285.452
FDU03,OUT045,3244.3892
FDC33,OUT010,638.07574
NCR42,OUT035,676.19476
DRH59,OUT035,1209.6116
NCM31,OUT035,2233.2314
FDS50,OUT035,4064.2427
FDP39,OUT046,830.0101
FDQ55,OUT013,1943.1417
FDV36,OUT019,311.86816
FDI05,OUT027,2400.1506
FDS45,OUT027,2644.1013
FDA39,OUT045,640.3397
FDC37,OUT010,246.2935
FDJ60,OUT027,4211.2446
DRQ35,OUT046,2011.0206
NCJ06,OUT046,1976.5913
NCY42,OUT018,2321.536
DRM37,OUT049,3086.7065
FDR14,OUT045,776.7127
FDE51,OUT049,639.6432
FDT33,OUT017,2794.1924
FDR08,OUT013,1862.5017
FDE36,OUT010,444.60428
FDL22,OUT019,245.15904
FDR44,OUT013,2060.4385
FDI56,OUT019,252.99353
FDE47,OUT010,260.45978
FDV27,OUT010,224.20535
FDV10,OUT049,681.9898
FDC40,OUT045,1233.4011
NCX41,OUT013,3528.2212
NCQ38,OUT027,2505.3032
FDV12,OUT027,2667.0217
FDE52,OUT017,1385.1056
FDG20,OUT027,4478.0474
FDV16,OUT027,1008.8062
FDI32,OUT017,1994.2739
FDJ32,OUT049,984.2857
FDN39,OUT018,2363.1729
FDY34,OUT017,2894.7915
FDC14,OUT035,753.69385
FDA55,OUT017,4039.9014
FDZ50,OUT010,587.30225
DRG13,OUT049,2784.8853
FDP01,OUT013,2284.458
NCG54,OUT017,2938.497
FDM13,OUT045,1882.8905
NCO18,OUT027,4950.585
NCW41,OUT013,2579.593
FDM52,OUT027,3814.8076
NCF55,OUT035,708.7632
FDT09,OUT046,2166.9497
NCM19,OUT035,1874.8099
FDW12,OUT018,2195.0342
FDP15,OUT019,738.43335
FDK36,OUT045,753.94244
FDZ25,OUT035,3077.828
NCW06,OUT049,3364.1765
FDW60,OUT046,2830.5378
DRC49,OUT013,2360.927
NCT17,OUT035,3244.1091
NCN06,OUT018,2430.476
FDC45,OUT013,2803.0684
DRJ47,OUT019,501.23428
NCF06,OUT045,3531.5195
FDE21,OUT010,328.1125
DRG27,OUT013,679.54126
FDW40,OUT049,2213.2844
NCO53,OUT046,3012.801
FDE23,OUT049,714.39014
FDQ16,OUT046,1727.1892
FDS26,OUT045,3722.5674
FDZ13,OUT010,163.48343
FDS14,OUT049,2418.495
FDC10,OUT045,1836.1687
FDY16,OUT049,3395.636
FDJ20,OUT035,2071.8738
FDV43,OUT035,696.9111
FDZ32,OUT027,2702.4092
FDR23,OUT046,2805.9026
FDN24,OUT035,890.54285
FDE34,OUT027,5417.737
FDU31,OUT013,3375.0835
FDW33,OUT018,1426.1052
FDU26,OUT046,1774.2972
FDE20,OUT027,4628.9106
NCW05,OUT035,1896.379
FDB22,OUT018,2145.2034
FDO56,OUT046,1881.0201
FDA19,OUT027,3529.5315
DRI39,OUT045,898.98456
FDH52,OUT018,761.6141
FDZ50,OUT035,3432.9055
NCN42,OUT035,2592.3967
FDB53,OUT013,2515.0828
DRG11,OUT017,1691.5586
DRK11,OUT027,3940.649
FDQ60,OUT017,2123.4841
FDT36,OUT017,647.2878
DRG25,OUT018,3126.7258
DRJ23,OUT046,3002.3057
FDG05,OUT035,2579.9329
NCK06,OUT018,1833.798
FDU52,OUT017,2430.119
FDW07,OUT018,1168.5544
NCM17,OUT045,661.2669
FDA22,OUT045,2776.2405
NCA41,OUT018,2935.965
FDF38,OUT035,712.2632
FDH52,OUT046,959.34424
FDY58,OUT019,652.6202
FDZ16,OUT045,3291.8306
NCM18,OUT017,987.5721
FDA22,OUT018,2477.6357
NCJ43,OUT035,2813.182
FDI34,OUT027,6543.704
FDG56,OUT046,1026.8682
FDS34,OUT046,1854.3359
DRC01,OUT035,827.2017
FDQ04,OUT035,689.41626
FDK04,OUT035,899.17175
FDT51,OUT049,1778.3705
FDV26,OUT017,3198.935
FDS04,OUT049,2172.6191
FDW43,OUT018,3471.7534
FDQ28,OUT010,401.9119
NCK06,OUT017,2088.463
FDS23,OUT018,1920.1362
FDZ36,OUT019,529.37775
FDE56,OUT018,821.9078
FDW10,OUT027,4980.7817
NCN14,OUT045,2973.951
NCQ18,OUT045,1556.555
FDW08,OUT017,1731.5332
FDU43,OUT035,3894.6606
FDR33,OUT010,294.80325
FDM24,OUT010,384.78757
NCZ05,OUT046,1674.9211
NCV41,OUT035,2000.6372
FDV11,OUT018,2544.897
NCY05,OUT035,689.2907
FDV44,OUT018,2842.0283
FDW32,OUT049,1308.9485
NCU18,OUT027,3286.4285
NCC43,OUT035,4206.552
FDW19,OUT013,1765.6027
FDN31,OUT035,3268.1287
FDI48,OUT045,728.4488
FDS24,OUT017,1299.6315
FDF46,OUT049,1891.2737
DRG23,OUT017,2281.9275
FDG14,OUT018,2164.0615
NCY30,OUT049,3234.6426
FDO28,OUT018,1711.713
DRD24,OUT035,2205.2097
FDI33,OUT049,1438.8756
FDN32,OUT046,2975.9722
FDR16,OUT045,3842.0903
FDF26,OUT046,2447.391
NCN29,OUT018,607.44147
FDE20,OUT045,2860.2742
FDA46,OUT046,3108.8306
FDU28,OUT045,2961.193
FDQ48,OUT045,1565.0957
FDV36,OUT013,2105.8013
FDR14,OUT018,632.1344
FDP23,OUT017,3699.592
FDP56,OUT013,700.4586
FDK48,OUT010,192.43042
FDR48,OUT046,2362.8755
NCY29,OUT049,1089.5333
FDM22,OUT018,688.6902
DRJ01,OUT013,2389.2085
FDZ43,OUT045,3922.0393
FDV03,OUT035,2526.8606
FDX11,OUT027,5125.2666
NCA41,OUT027,5627.9507
FDE38,OUT017,2776.9648
FDI27,OUT018,591.7024
FDN32,OUT013,3274.166
NCN43,OUT017,2155.4678
FDB47,OUT027,5406.694
FDV03,OUT017,2502.636
NCN30,OUT045,1493.9695
NCV54,OUT010,271.65677
FDV07,OUT013,1671.6898
FDP07,OUT049,2949.4226
FDK48,OUT018,937.70886
FDM15,OUT019,403.80368
FDY19,OUT027,3112.2583
FDK46,OUT046,4090.4058
FDY11,OUT045,1028.2562
FDH09,OUT046,874.3136
FDO08,OUT027,4236.735
FDU14,OUT013,4164.519
FDD22,OUT027,3186.3936
FDM27,OUT017,2610.8606
FDL02,OUT027,2851.73
NCA17,OUT035,2583.9883
FDE38,OUT019,417.1203
NCG07,OUT049,3186.6487
DRC27,OUT013,3611.507
FDA27,OUT035,3727.5732
FDW40,OUT045,2145.0168
DRI11,OUT013,1855.2394
FDN50,OUT046,1544.7612
FDR12,OUT046,2929.4272
FDT34,OUT027,2774.5303
FDW11,OUT035,1020.0871
NCO30,OUT027,5065.1777
FDZ34,OUT017,3565.603
FDU45,OUT017,2032.2585
NCD42,OUT035,690.12756
FDX25,OUT045,2723.3367
NCR29,OUT046,883.91547
FDX43,OUT019,539.359
FDB04,OUT010,185.63164
FDR49,OUT027,1484.8453
FDS39,OUT018,1851.7047
FDW58,OUT045,1589.6996
FDG22,OUT019,105.92957
FDG31,OUT017,1022.5636
NCV53,OUT027,5992.3447
DRJ37,OUT035,2434.6514
FDV07,OUT035,1831.6394
FDW52,OUT018,2446.8633
FDT15,OUT045,3049.9133
FDD02,OUT018,1680.9568
FDM16,OUT035,1168.9579
NCE55,OUT046,2617.9026
FDB57,OUT018,3237.7656
FDQ04,OUT013,620.88806
FDQ47,OUT019,118.30658
FDY14,OUT019,780.7421
DRK37,OUT017,3512.5552
FDO25,OUT017,3875.6584
FDL57,OUT046,4379.859
NCK29,OUT018,1780.8525
FDK46,OUT027,6190.585
NCB43,OUT010,553.9838
DRE01,OUT027,6599.618
FDC46,OUT018,2838.781
FDQ23,OUT045,1622.5455
FDX38,OUT049,749.87756
FDG60,OUT018,3281.4255
FDW55,OUT017,4062.3638
FDP39,OUT013,720.77814
FDB20,OUT018,1095.1827
FDV21,OUT017,2133.302
FDZ02,OUT013,1448.1548
FDP19,OUT027,3481.4673
FDA38,OUT035,3795.3364
FDH22,OUT045,2022.4678
DRM11,OUT045,4116.631
FDO12,OUT027,4843.6084
FDT14,OUT049,2027.3746
FDW34,OUT010,396.5189
FDG04,OUT027,4707.7837
FDW59,OUT018,1162.433
FDR33,OUT018,1398.4948
FDP32,OUT013,2006.223
FDL13,OUT027,6191.2886
FDD22,OUT013,1964.4246
FDV40,OUT027,1935.5872
NCD55,OUT046,638.5712
FDQ20,OUT010,92.6944
FDD28,OUT045,825.6777
FDC39,OUT045,3609.1282
NCR17,OUT049,1895.1035
DRO35,OUT018,1630.0768
FDF40,OUT049,4159.1475
FDR31,OUT018,2184.3206
NCQ41,OUT017,3245.2473
FDP38,OUT046,775.684
NCU54,OUT027,5497.539
FDG22,OUT018,498.51007
DRK59,OUT013,3501.5898
FDC37,OUT046,1707.1906
NCO42,OUT013,2436.428
NCT42,OUT017,2328.4119
FDX27,OUT035,1599.0939
FDV40,OUT018,933.02356
FDT45,OUT027,1636.7609
FDS47,OUT019,270.23077
FDR45,OUT035,4164.481
FDB03,OUT045,3791.7556
FDO49,OUT035,849.99274
FDU60,OUT027,4224.597
FDB26,OUT018,636.0424
FDB46,OUT017,3555.3408
FDQ37,OUT019,625.3478
FDN03,OUT017,4558.658
NCX30,OUT045,4283.109
FDK32,OUT019,342.4622
DRM47,OUT013,3155.1777
NCO02,OUT046,1128.7657
FDP04,OUT013,964.2264
NCO43,OUT049,1884.1245
FDD59,OUT013,1273.6881
FDQ10,OUT017,3027.465
FDW45,OUT035,2607.1143
NCK30,OUT049,3987.1987
FDU31,OUT018,2870.364
NCQ17,OUT019,351.43536
FDN01,OUT017,2779.9219
FDZ19,OUT049,2940.5225
DRG37,OUT017,2500.878
FDE32,OUT045,552.23584
FDO34,OUT049,2861.5803
FDM04,OUT019,144.14052
FDZ25,OUT049,3022.2373
FDU08,OUT049,1561.472
NCW30,OUT045,3386.2053
NCM18,OUT013,912.8038
FDS22,OUT035,760.4966
NCH18,OUT017,3781.3555
FDC23,OUT013,3067.8367
FDY46,OUT013,3120.7446
NCU06,OUT046,4015.6912
FDX57,OUT045,1544.1558
FDX36,OUT027,5847.185
FDL16,OUT045,809.47546
FDT16,OUT010,1132.6417
FDN16,OUT018,1385.4697
FDC03,OUT046,3106.3452
DRF60,OUT013,4257.5503
FDS27,OUT027,5102.6504
FDP33,OUT010,797.31415
FDJ36,OUT018,1388.8641
NCR42,OUT013,557.2319
FDV14,OUT017,1342.2495
NCP42,OUT035,3019.3716
FDB50,OUT027,2420.1262
NCC30,OUT027,4592.0503
FDA23,OUT018,1426.2349
FDW16,OUT017,1428.07
FDQ52,OUT010,488.19214
FDB58,OUT049,2289.9263
NCP29,OUT049,1128.449
NCM05,OUT045,4072.4612
FDO25,OUT013,3662.8254
NCM54,OUT046,2172.3857
NCL54,OUT046,3086.4893
FDL39,OUT010,471.5144
FDF53,OUT018,2735.3972
NCQ42,OUT035,2151.9934
FDF58,OUT013,973.838
FDZ04,OUT035,1055.5364
FDE26,OUT019,322.0075
FDS60,OUT017,2591.2793
FDV58,OUT017,2809.7344
FDM04,OUT045,730.1788
FDE08,OUT035,2520.7812
NCB43,OUT049,3196.1277
FDU11,OUT010,346.53656
FDF22,OUT019,511.07495
FDE24,OUT013,2136.1301
DRJ49,OUT046,2021.6656
NCQ53,OUT035,4675.6177
NCL41,OUT013,583.76416
FDR22,OUT013,1805.7418
FDH04,OUT035,1535.1642
DRH15,OUT045,682.10657
FDY40,OUT049,813.52563
NCI17,OUT035,1567.4258
NCC18,OUT013,2952.0403
FDY28,OUT027,5875.0825
FDB45,OUT027,2736.1604
NCL30,OUT018,1832.1627
FDM10,OUT017,3444.3542
FDH22,OUT027,3356.1807
NCZ53,OUT017,3332.7637
NCI18,OUT013,3498.7178
FDH14,OUT027,3486.4666
FDR36,OUT027,1058.8446
FDW01,OUT045,2450.119
FDK02,OUT027,3005.2786
FDJ02,OUT018,2129.8955
FDU55,OUT013,5328.0474
NCV18,OUT027,2371.2463
FDH14,OUT018,1830.0044
FDZ37,OUT045,1369.057
FDX49,OUT049,3741.8984
NCD43,OUT046,1584.1816
FDZ07,OUT013,903.8196
FDK43,OUT035,2135.7424
FDR32,OUT018,3240.3452
FDT39,OUT013,2375.91
NCV54,OUT017,2059.883
FDF38,OUT018,448.0978
FDV60,OUT046,2962.158
FDH44,OUT027,3993.2153
FDS21,OUT046,966.8904
NCL41,OUT045,615.7383
FDM46,OUT017,1567.1725
FDU27,OUT045,823.9535
NCJ54,OUT017,4077.3398
DRG51,OUT018,2401.7622
NCA29,OUT019,381.97775
FDR47,OUT045,3238.3442
NCL19,OUT027,3424.5872
DRG01,OUT049,1246.4801
FDG10,OUT046,895.9848
NCV05,OUT049,2571.186
NCH18,OUT019,424.4126
FDV14,OUT018,1174.4949
DRJ23,OUT035,3276.2837
DRJ11,OUT046,3096.6318
FDZ03,OUT017,3314.3765
FDI27,OUT010,117.865555
FDJ14,OUT018,1169.2509
FDU32,OUT017,2039.2802
FDD47,OUT027,4162.464
DRF36,OUT035,3600.1724
FDM21,OUT046,3950.2478
FDV10,OUT018,515.02405
FDH60,OUT018,2836.992
FDX47,OUT010,354.65515
FDT19,OUT019,419.60944
FDO11,OUT045,4195.363
FDH24,OUT027,4315.5005
FDL02,OUT018,1423.4075
FDB02,OUT049,2883.85
FDA43,OUT046,3000.2576
FDG52,OUT045,734.2895
DRC12,OUT013,2918.7722
FDY37,OUT018,1889.9451
NCU18,OUT045,2187.779
FDU09,OUT035,948.7757
DRJ25,OUT027,1444.9541
DRE12,OUT018,1530.1138
DRL47,OUT017,2051.2297
DRK01,OUT046,1531.0538
FDC22,OUT019,568.91504
FDG44,OUT013,820.72437
FDW04,OUT035,2080.1746
FDK09,OUT049,3900.0122
NCN43,OUT035,2174.396
FDG04,OUT049,2994.7178
FDH32,OUT010,238.74185
DRI47,OUT017,2539.5586
DRE15,OUT013,1136.8833
FDY11,OUT035,1173.7839
FDO60,OUT049,695.7728
FDQ20,OUT018,469.98044
FDO57,OUT027,3922.089
FDT14,OUT019,294.3353
FDA57,OUT049,651.4989
DRN35,OUT017,688.5243
FDJ03,OUT046,757.5358
FDX28,OUT017,1657.2905
DRE25,OUT045,1420.8992
FDR09,OUT046,3423.8494
FDB23,OUT035,3813.648
FDO08,OUT045,2541.306
FDQ23,OUT049,1690.0688
FDW04,OUT013,2006.1589
DRK13,OUT010,610.5107
NCL17,OUT027,3445.6985
FDY21,OUT035,3202.11
FDJ38,OUT027,4894.335
FDA37,OUT019,292.0951
FDV43,OUT013,611.5828
FDL36,OUT046,1480.1947
FDD53,OUT045,627.5318
FDZ19,OUT010,430.24292
FDV21,OUT045,2047.8497
NCL54,OUT018,2846.541
DRI47,OUT027,3733.9924
DRG03,OUT049,2472.8557
FDG21,OUT013,2552.7102
FDW03,OUT018,1513.153
NCI55,OUT046,2053.5847
DRC36,OUT019,330.8998
FDH22,OUT017,2008.2826
FDV20,OUT045,2020.5148
NCU41,OUT027,4994.9834
FDN46,OUT027,2804.154
FDK50,OUT045,2593.621
NCA05,OUT027,3795.2664
DRH01,OUT018,2788.2788
FDT08,OUT018,2194.9285
FDM08,OUT018,3154.0754
FDZ07,OUT035,1041.1832
FDS22,OUT017,829.9081
FDV35,OUT027,3948.689
FDI28,OUT010,188.05325
FDW58,OUT027,2559.6516
FDT52,OUT045,3900.2742
FDY34,OUT046,2584.4854
FDR10,OUT046,2668.281
FDK57,OUT017,2033.8386
FDR02,OUT027,2652.3894
FDX49,OUT046,3651.9812
FDQ20,OUT046,655.98755
DRK23,OUT045,4188.7954
NCW06,OUT046,3042.522
FDR31,OUT017,2480.645
NCE43,OUT013,2787.726
DRO59,OUT027,2205.0627
FDN09,OUT049,4085.7148
FDR11,OUT046,2542.722
FDO57,OUT013,2664.2039
NCX18,OUT017,3315.8308
FDB05,OUT018,3427.7659
FDQ08,OUT018,779.9539
NCG43,OUT035,1527.297
FDJ56,OUT013,1640.1965
FDA13,OUT010,122.89133
FDO56,OUT017,1924.2411
FDB37,OUT018,3605.8535
FDZ02,OUT018,1270.1864
FDQ24,OUT046,4196.5464
FDM16,OUT013,1065.2537
FDU35,OUT049,1605.8186
FDT35,OUT035,2833.8232
NCX30,OUT049,4505.0728
FDG04,OUT017,3270.4084
FDI12,OUT035,1427.2213
FDE35,OUT035,1040.8618
NCP14,OUT027,2611.4104
NCY53,OUT045,1690.823
FDP49,OUT017,848.2106
FDQ04,OUT017,679.5522
FDM39,OUT035,2911.5806
FDO58,OUT019,409.61014
FDC56,OUT017,2040.552
NCQ54,OUT046,2999.7405
FDV10,OUT027,1048.8002
NCK17,OUT046,630.5216
NCF55,OUT027,988.6176
FDV33,OUT013,4226.2827
NCH29,OUT019,248.80988
FDA37,OUT027,3301.5164
FDH46,OUT018,1446.3827
FDS25,OUT035,1839.258
FDH04,OUT027,2368.276
FDX52,OUT046,3125.6316
NCD42,OUT017,660.64087
FDW47,OUT017,2114.4014
FDL25,OUT027,2630.863
NCJ06,OUT010,257.1234
FDY09,OUT013,2866.0261
FDS40,OUT046,639.89954
FDH41,OUT017,3471.5095
FDG38,OUT035,1451.7307
FDU03,OUT027,4927.559
FDV20,OUT046,2050.423
DRB13,OUT045,2504.6006
NCQ30,OUT013,1975.6427
NCH06,OUT013,3691.6907
FDU50,OUT018,1618.2335
NCO42,OUT019,377.47577
FDW09,OUT018,1097.6018
FDH04,OUT013,1370.3575
FDC21,OUT045,1645.0652
FDL21,OUT049,715.171
FDM46,OUT010,278.22336
FDT22,OUT019,183.57472
FDB28,OUT035,3067.635
FDI12,OUT018,1233.1592
FDA28,OUT045,2052.5042
FDF59,OUT013,2056.5823
FDM45,OUT027,3275.335
FDQ56,OUT017,1388.7422
FDR46,OUT049,2539.2107
FDT01,OUT013,3351.263
FDD16,OUT027,2023.2386
NCU30,OUT010,444.608
FDM40,OUT010,363.4333
FDI56,OUT035,1555.0488
NCS30,OUT013,2017.9564
FDU08,OUT017,1601.5737
FDX51,OUT027,5582.972
FDA43,OUT045,2924.939
FDX59,OUT010,76.13971
FDC37,OUT018,1404.8113
FDP58,OUT013,3451.7493
NCY42,OUT035,2310.7434
FDF21,OUT018,2803.405
FDU10,OUT027,1030.5763
DRL47,OUT018,1720.2921
FDA58,OUT018,2828.7764
FDJ22,OUT049,3015.4128
FDK50,OUT046,2585.5652
FDO38,OUT035,1329.5992
DRF60,OUT035,4207.824
NCZ42,OUT019,921.3096
FDD35,OUT049,1992.7606
FDL25,OUT045,1410.2463
FDJ16,OUT013,832.3511
DRK59,OUT049,3763.9004
FDI50,OUT046,4385.7207
NCB19,OUT045,1365.4498
DRI37,OUT035,1000.9937
FDA14,OUT027,3751.1812
FDC08,OUT018,3309.8792
FDS45,OUT046,1948.9675
FDI21,OUT049,1148.9639
DRJ47,OUT035,2885.1323
DRE37,OUT027,5426.7246
FDT55,OUT018,2393.2507
NCG42,OUT027,3521.605
FDA31,OUT049,2930.534
NCW42,OUT046,3483.94
FDF50,OUT017,3154.7883
FDK56,OUT049,3279.699
FDX10,OUT035,691.53
NCK07,OUT027,4129.635
FDZ49,OUT017,3714.082
FDR33,OUT013,1666.1444
FDO44,OUT018,1507.157
FDA20,OUT046,3149.3828
NCL30,OUT045,2039.2452
FDI05,OUT019,184.6401
FDQ12,OUT018,3253.5054
FDH47,OUT017,1621.4589
FDH34,OUT018,2818.2373
FDF29,OUT046,2140.1106
FDG40,OUT018,444.40378
NCE18,OUT017,4470.598
FDP21,OUT010,421.98526
FDY50,OUT013,1317.3718
FDB36,OUT049,2195.365
NCZ29,OUT049,2540.8901
FDU20,OUT018,1671.7466
FDO56,OUT013,1831.1997
FDW31,OUT049,2929.1323
DRH59,OUT013,1153.3656
NCB30,OUT017,3254.3208
FDK43,OUT027,3340.819
FDW43,OUT045,3922.505
NCL19,OUT017,2285.3684
FDJ27,OUT046,1633.6488
FDC45,OUT046,2756.962
FDY40,OUT035,830.1922
NCM41,OUT035,1543.2161
NCK18,OUT019,412.54886
FDP37,OUT049,2153.3345
FDA27,OUT027,5320.8555
NCX30,OUT035,3971.056
FDR09,OUT017,4167.318
FDG08,OUT027,4620.2515
NCU30,OUT013,2610.6482
FDB16,OUT017,1352.9222
FDM16,OUT017,1164.0928
FDC48,OUT013,1276.6228
NCF18,OUT046,2893.0837
FDU46,OUT018,1201.6648
FDH41,OUT018,2895.6638
NCN42,OUT010,445.02634
FDU49,OUT046,1418.8829
FDB20,OUT027,2265.6846
FDG50,OUT019,260.7085
FDW20,OUT045,1956.9213
NCO55,OUT049,1746.0497
FDX48,OUT046,2466.3154
FDU48,OUT046,2061.375
FDR48,OUT019,340.8807
FDK27,OUT013,1992.8855
FDT35,OUT013,2615.9604
FDN12,OUT049,1718.7506
NCE31,OUT019,96.72539
FDL21,OUT017,740.93964
FDV56,OUT017,1697.1448
FDR16,OUT017,3663.8613
NCP41,OUT049,1661.5817
FDJ27,OUT013,1658.0228
FDA07,OUT017,2064.4956
FDK55,OUT049,1398.9967
FDM33,OUT049,3916.0608
FDY46,OUT046,3072.9312
FDD36,OUT046,1920.8666
FDB12,OUT027,2785.5388
FDF28,OUT019,276.47446
NCE07,OUT019,363.2369
FDW50,OUT027,4017.878
NCW18,OUT017,4052.039
NCJ17,OUT019,237.96643
DRZ24,OUT010,284.45724
FDS07,OUT035,2041.8525
NCW05,OUT010,354.65216
FDZ22,OUT018,1164.605
FDK02,OUT046,1957.6781
FDZ45,OUT027,5724.084
FDL25,OUT046,1366.8367
FDS08,OUT045,2586.9253
NCZ42,OUT027,6660.834
FDX57,OUT035,1627.6923
FDF21,OUT046,3221.4004
FDJ56,OUT018,1330.5372
FDX10,OUT013,602.79425
DRG48,OUT035,2386.2898
DRN37,OUT046,2619.7622
NCY41,OUT018,475.13812
FDN28,OUT045,1606.27
FDE34,OUT045,2817.338
FDR10,OUT045,2640.81
FDC32,OUT017,1495.932
DRG13,OUT046,2725.3523
FDP59,OUT049,1513.6477
NCT53,OUT010,398.33316
FDL57,OUT027,5963.0635
FDN32,OUT010,526.63763
FDK09,OUT018,3270.0776
FDA52,OUT010,456.08603
FDC57,OUT049,3168.2307
FDI09,OUT035,4522.506
NCB07,OUT046,2843.2036
FDP26,OUT035,1675.7462
FDP40,OUT027,3066.9246
FDL15,OUT013,2442.3313
FDV07,OUT046,1777.8394
FDS03,OUT017,1077.7155
FDE50,OUT049,3131.284
FDQ15,OUT017,1267.1482
FDQ33,OUT010,403.4806
FDT22,OUT013,833.124
DRO35,OUT035,2006.7452
